"No.","Time","Source","Destination","Protocol","Length","Info"
"951","47.604231","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:7::5c7a:9d9c","TCP","74","52539  >  443 [ACK] Seq=3525 Ack=142805 Win=130816 Len=0"
"952","47.604745","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52539 [ACK] Seq=142805 Ack=3525 Win=65536 Len=1432 [TCP PDU reassembled in 957]"
"953","47.604745","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52539 [PSH, ACK] Seq=144237 Ack=3525 Win=65536 Len=1432 [TCP PDU reassembled in 957]"
"954","47.604745","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52539 [ACK] Seq=145669 Ack=3525 Win=65536 Len=1432 [TCP PDU reassembled in 957]"
"955","47.604745","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52539 [PSH, ACK] Seq=147101 Ack=3525 Win=65536 Len=1432 [TCP PDU reassembled in 957]"
"956","47.604945","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52539 [ACK] Seq=148533 Ack=3525 Win=65536 Len=1432 [TCP PDU reassembled in 957]"
"957","47.604945","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","997","Application Data"
"958","47.604945","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","920","Application Data"
"959","47.604945","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","279","Application Data"
"960","47.605066","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:7::5c7a:9d9c","TCP","74","52539  >  443 [ACK] Seq=3525 Ack=151939 Win=130816 Len=0"
"961","47.609251","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:7::5c7a:9d9c","TLSv1.3","240","Application Data"
"962","47.720109","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  52539 [ACK] Seq=151939 Ack=3691 Win=65664 Len=0"
"963","47.927273","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","633","Application Data"
"964","47.927273","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","105","Application Data"
"965","47.972221","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:7::5c7a:9d9c","TCP","74","52539  >  443 [ACK] Seq=3691 Ack=152529 Win=130304 Len=0"
"966","47.972692","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","105","[TCP Spurious Retransmission] 443  >  52539 [PSH, ACK] Seq=152498 Ack=3691 Win=65664 Len=31"
"967","47.972780","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:7::5c7a:9d9c","TCP","86","[TCP Dup ACK 965#1] 52539  >  443 [ACK] Seq=3691 Ack=152529 Win=130304 Len=0 SLE=152498 SRE=152529"
"968","48.129844","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"969","48.129885","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"970","48.225870","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc7","TLSv1.3","377","Application Data"
"971","48.226273","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc7","TLSv1.3","286","Application Data"
"972","48.253425","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","93","Standard query 0x7ab4 AAAA wpad.bbrouter"
"973","48.253452","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","93","Standard query 0x4fde A wpad.bbrouter"
"974","48.254746","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","93","Standard query response 0x7ab4 No such name AAAA wpad.bbrouter"
"975","48.254880","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","93","Standard query response 0x4fde No such name A wpad.bbrouter"
"976","48.255501","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  52537 [ACK] Seq=11362 Ack=3293 Win=62848 Len=0"
"977","48.278921","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","93","Standard query 0x3702 A ipm.avcdn.net"
"978","48.278921","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","93","Standard query 0x618d AAAA ipm.avcdn.net"
"979","48.279436","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=11362 Ack=3293 Win=62848 Len=1432 [TCP PDU reassembled in 980]"
"980","48.279436","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","574","Application Data"
"981","48.279436","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","107","Application Data"
"982","48.279436","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=13327 Ack=3293 Win=62848 Len=1432 [TCP PDU reassembled in 983]"
"983","48.279436","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","574","Application Data"
"984","48.279436","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","107","Application Data"
"985","48.282587","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc7","TCP","1418","52537  >  443 [ACK] Seq=3293 Ack=15292 Win=65280 Len=1344 [TCP PDU reassembled in 986]"
"986","48.282587","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc7","TLSv1.3","356","Application Data, Application Data"
"987","48.334558","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","221","Standard query response 0x618d AAAA ipm.avcdn.net CNAME ipm-provider.ff.avast.com CNAME ipm-gcp-prod.ff.avast.com SOA dns1.p03.nsone.net"
"988","48.334558","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","175","Standard query response 0x3702 A ipm.avcdn.net CNAME ipm-provider.ff.avast.com CNAME ipm-gcp-prod.ff.avast.com A 34.111.24.1"
"989","48.334558","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  52537 [ACK] Seq=15292 Ack=4919 Win=69760 Len=0"
"990","48.334558","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=15292 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 991]"
"991","48.334558","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","1355","Application Data"
"992","48.334558","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=18005 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"993","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [PSH, ACK] Seq=19437 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"994","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=20869 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"995","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [PSH, ACK] Seq=22301 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"996","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=23733 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"997","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [PSH, ACK] Seq=25165 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"998","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=26597 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"999","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [PSH, ACK] Seq=28029 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"1000","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=29461 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1001]"
"1001","48.334898","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","1057","Application Data"
"1002","48.335158","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc7","TCP","74","52537  >  443 [ACK] Seq=4919 Ack=31876 Win=65280 Len=0"
"1003","48.340158","192.168.101.13","34.111.24.1","TCP","66","51512  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1004","48.436956","34.111.24.1","192.168.101.13","TCP","66","443  >  51512 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1005","48.436956","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=31876 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1006]"
"1006","48.436956","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","1277","Application Data"
"1007","48.436956","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [ACK] Seq=34511 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1010]"
"1008","48.437187","192.168.101.13","34.111.24.1","TCP","54","51512  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1009","48.437386","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  52537 [PSH, ACK] Seq=35943 Ack=4919 Win=69760 Len=1432 [TCP PDU reassembled in 1010]"
"1010","48.437386","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","1036","Application Data"
"1011","48.437510","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc7","TCP","74","52537  >  443 [ACK] Seq=4919 Ack=38337 Win=65280 Len=0"
"1012","48.444056","192.168.101.13","34.111.24.1","TLSv1.3","571","Client Hello (SNI=ipm.avcdn.net)"
"1013","48.539312","34.111.24.1","192.168.101.13","TCP","54","443  >  51512 [ACK] Seq=1 Ack=518 Win=269312 Len=0"
"1014","48.539312","34.111.24.1","192.168.101.13","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1015","48.539528","34.111.24.1","192.168.101.13","TCP","1466","443  >  51512 [PSH, ACK] Seq=1413 Ack=518 Win=269312 Len=1412 [TCP PDU reassembled in 1017]"
"1016","48.539528","34.111.24.1","192.168.101.13","TCP","1466","443  >  51512 [ACK] Seq=2825 Ack=518 Win=269312 Len=1412 [TCP PDU reassembled in 1017]"
"1017","48.539528","34.111.24.1","192.168.101.13","TLSv1.3","451","Application Data"
"1018","48.539615","192.168.101.13","34.111.24.1","TCP","54","51512  >  443 [ACK] Seq=518 Ack=4634 Win=65280 Len=0"
"1019","48.621389","192.168.101.13","34.111.24.1","TLSv1.3","118","Change Cipher Spec, Application Data"
"1020","48.634356","192.168.101.13","34.111.24.1","TLSv1.3","146","Application Data"
"1021","48.637157","192.168.101.13","34.111.24.1","TCP","1466","51512  >  443 [ACK] Seq=674 Ack=4634 Win=65280 Len=1412 [TCP PDU reassembled in 1025]"
"1022","48.637157","192.168.101.13","34.111.24.1","TCP","1466","51512  >  443 [ACK] Seq=2086 Ack=4634 Win=65280 Len=1412 [TCP PDU reassembled in 1025]"
"1023","48.637157","192.168.101.13","34.111.24.1","TCP","1466","51512  >  443 [ACK] Seq=3498 Ack=4634 Win=65280 Len=1412 [TCP PDU reassembled in 1025]"
"1024","48.637157","192.168.101.13","34.111.24.1","TCP","1466","51512  >  443 [ACK] Seq=4910 Ack=4634 Win=65280 Len=1412 [TCP PDU reassembled in 1025]"
"1025","48.637157","192.168.101.13","34.111.24.1","TLSv1.3","655","Application Data"
"1026","48.642143","34.111.24.1","192.168.101.13","TLSv1.3","672","Application Data, Application Data"
"1027","48.642755","192.168.101.13","34.111.24.1","TLSv1.3","85","Application Data"
"1028","48.712370","34.111.24.1","192.168.101.13","TLSv1.3","85","Application Data"
"1029","48.712370","34.111.24.1","192.168.101.13","TCP","54","443  >  51512 [ACK] Seq=5283 Ack=3498 Win=266496 Len=0"
"1030","48.712370","34.111.24.1","192.168.101.13","TCP","54","443  >  51512 [ACK] Seq=5283 Ack=6923 Win=263168 Len=0"
"1031","48.712370","34.111.24.1","192.168.101.13","TCP","66","443  >  51512 [ACK] Seq=5283 Ack=3498 Win=266496 Len=0 SLE=6322 SRE=6923"
"1032","48.712370","34.111.24.1","192.168.101.13","TCP","60","443  >  51512 [ACK] Seq=5283 Ack=6954 Win=263168 Len=0"
"1033","48.744237","34.111.24.1","192.168.101.13","TLSv1.3","419","Application Data"
"1034","48.744347","192.168.101.13","34.111.24.1","TCP","54","51512  >  443 [ACK] Seq=6954 Ack=5648 Win=64512 Len=0"
"1035","48.746503","192.168.101.13","34.111.24.1","TLSv1.3","93","Application Data"
"1036","48.823285","34.111.24.1","192.168.101.13","TCP","60","443  >  51512 [ACK] Seq=5648 Ack=6993 Win=263168 Len=0"
"1037","49.359533","192.168.101.13","204.79.197.203","TCP","54","52538  >  443 [FIN, ACK] Seq=2557 Ack=6654 Win=64768 Len=0"
"1038","49.359548","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc4","TCP","74","52532  >  443 [FIN, ACK] Seq=1870 Ack=4668 Win=65280 Len=0"
"1039","49.359660","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc7","TCP","74","52537  >  443 [FIN, ACK] Seq=4919 Ack=38337 Win=65280 Len=0"
"1040","49.359945","192.168.101.13","23.2.68.25","TCP","54","52535  >  443 [FIN, ACK] Seq=2967 Ack=10865 Win=65280 Len=0"
"1041","49.360005","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:7::5c7a:9d9c","TCP","74","52539  >  443 [FIN, ACK] Seq=3691 Ack=152529 Win=130304 Len=0"
"1042","49.360096","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:8400::684b:aa4a","TCP","74","52540  >  443 [FIN, ACK] Seq=2569 Ack=6193 Win=65280 Len=0"
"1043","49.461143","2600:1419:5600:8::213:acc4","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","98","Application Data"
"1044","49.461143","2600:1419:8400::684b:aa4a","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","98","Application Data"
"1045","49.461143","2600:1419:8400::684b:aa4a","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  52540 [FIN, ACK] Seq=6217 Ack=2570 Win=63616 Len=0"
"1046","49.461143","2600:1419:5600:8::213:acc4","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  52532 [FIN, ACK] Seq=4692 Ack=1871 Win=69760 Len=0"
"1047","49.461143","23.2.68.25","192.168.101.13","TLSv1.3","78","Application Data"
"1048","49.461143","23.2.68.25","192.168.101.13","TCP","54","443  >  52535 [FIN, ACK] Seq=10889 Ack=2968 Win=72832 Len=0"
"1049","49.461143","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","98","Application Data"
"1050","49.461143","2600:1419:5600:8::213:acc7","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  52537 [FIN, ACK] Seq=38361 Ack=4920 Win=69760 Len=0"
"1051","49.461143","204.79.197.203","192.168.101.13","TCP","60","443  >  52538 [ACK] Seq=6654 Ack=2558 Win=4194048 Len=0"
"1052","49.461143","204.79.197.203","192.168.101.13","TCP","54","443  >  52538 [RST, ACK] Seq=6654 Ack=2558 Win=0 Len=0"
"1053","49.461143","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","98","Application Data"
"1054","49.461143","2600:1419:5600:7::5c7a:9d9c","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  52539 [FIN, ACK] Seq=152553 Ack=3692 Win=65664 Len=0"
"1055","49.461143","2600:1419:8400::684b:aa4a","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","[TCP Retransmission] 443  >  52540 [FIN, ACK] Seq=6217 Ack=2570 Win=63616 Len=0"
"1056","49.461627","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc4","TCP","74","52532  >  443 [ACK] Seq=1871 Ack=4692 Win=65280 Len=0"
"1057","49.461774","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:8400::684b:aa4a","TCP","74","52540  >  443 [RST, ACK] Seq=2570 Ack=6217 Win=0 Len=0"
"1058","49.461811","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc4","TCP","74","52532  >  443 [RST, ACK] Seq=1871 Ack=4692 Win=0 Len=0"
"1059","49.461822","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:8::213:acc7","TCP","74","52537  >  443 [RST, ACK] Seq=4920 Ack=38361 Win=0 Len=0"
"1060","49.461822","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:7::5c7a:9d9c","TCP","74","52539  >  443 [RST, ACK] Seq=3692 Ack=152553 Win=0 Len=0"
"1061","49.462055","192.168.101.13","23.2.68.25","TCP","54","52535  >  443 [RST, ACK] Seq=2968 Ack=10889 Win=0 Len=0"
"1062","49.533552","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2607:f8b0:4002:c09::5e","TCP","86","51513  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1432 WS=256 SACK_PERM"
"1063","49.665902","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","86","80  >  51513 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1432 SACK_PERM WS=256"
"1064","49.666165","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2607:f8b0:4002:c09::5e","TCP","74","51513  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1065","49.668148","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2607:f8b0:4002:c09::5e","HTTP","274","GET /r/r1.crl HTTP/1.1 "
"1066","49.768229","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  51513 [ACK] Seq=1 Ack=201 Win=269312 Len=0"
"1067","49.768229","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1294","80  >  51513 [ACK] Seq=1 Ack=201 Win=269312 Len=1220 [TCP PDU reassembled in 1068]"
"1068","49.768229","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","PKIX-CRL","560","Certificate Revocation List"
"1069","49.782539","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:c200:79c::21cc","TCP","86","51514  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1432 WS=256 SACK_PERM"
"1070","49.814779","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2607:f8b0:4002:c09::5e","TCP","74","51513  >  80 [ACK] Seq=201 Ack=1707 Win=65280 Len=0"
"1071","49.815285","2600:1419:c200:79c::21cc","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","86","80  >  51514 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1432 SACK_PERM WS=128"
"1072","49.815476","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:c200:79c::21cc","TCP","74","51514  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1073","49.817332","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:c200:79c::21cc","HTTP","301","GET / HTTP/1.1 "
"1074","49.870699","2600:1419:c200:79c::21cc","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  51514 [ACK] Seq=1 Ack=228 Win=64640 Len=0"
"1075","49.870699","2600:1419:c200:79c::21cc","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","HTTP","337","HTTP/1.1 304 Not Modified "
"1076","49.882493","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","103","Standard query 0x9365 AAAA ctldl.windowsupdate.com"
"1077","49.882493","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","103","Standard query 0x6a94 A ctldl.windowsupdate.com"
"1078","49.925585","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:c200:79c::21cc","TCP","74","51514  >  80 [ACK] Seq=228 Ack=264 Win=65024 Len=0"
"1079","49.926091","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","295","Standard query response 0x9365 AAAA ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME bg.microsoft.map.fastly.net AAAA 2a04:4e42:4e::684 AAAA 2a04:4e42:4f::684"
"1080","49.973049","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","252","Standard query response 0x6a94 A ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME cl-glcb907925.gcdn.co A 80.93.215.60"
"1081","49.975526","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a04:4e42:4e::684","TCP","86","51515  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1432 WS=256 SACK_PERM"
"1082","50.011669","2a04:4e42:4e::684","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","86","80  >  51515 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1432 SACK_PERM WS=512"
"1083","50.011873","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a04:4e42:4e::684","TCP","74","51515  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1084","50.014100","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a04:4e42:4e::684","HTTP","362","GET /msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?7ce6612dc357eca1 HTTP/1.1 "
"1085","50.075414","2a04:4e42:4e::684","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  51515 [ACK] Seq=1 Ack=289 Win=145408 Len=0"
"1086","50.075414","2a04:4e42:4e::684","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","HTTP","277","HTTP/1.1 304 Not Modified "
"1087","50.085807","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2607:f8b0:4002:c09::5e","HTTP","276","GET /r/gsr1.crl HTTP/1.1 "
"1088","50.128904","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a04:4e42:4e::684","TCP","74","51515  >  80 [ACK] Seq=289 Ack=204 Win=65280 Len=0"
"1089","50.177857","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1294","80  >  51513 [ACK] Seq=1707 Ack=403 Win=269312 Len=1220 [TCP PDU reassembled in 1091]"
"1090","50.177857","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1294","80  >  51513 [PSH, ACK] Seq=2927 Ack=403 Win=269312 Len=1220 [TCP PDU reassembled in 1091]"
"1091","50.177857","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","PKIX-CRL","87","Certificate Revocation List"
"1092","50.190735","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2607:f8b0:4002:c09::5e","HTTP","274","GET /r/r4.crl HTTP/1.1 "
"1093","50.285583","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  51513 [ACK] Seq=4160 Ack=603 Win=269312 Len=0"
"1094","50.301723","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1294","80  >  51513 [ACK] Seq=4160 Ack=603 Win=269312 Len=1220 [TCP PDU reassembled in 1095]"
"1095","50.301723","2607:f8b0:4002:c09::5e","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","PKIX-CRL","96","Certificate Revocation List"
"1096","50.344949","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2607:f8b0:4002:c09::5e","TCP","74","51513  >  80 [ACK] Seq=603 Ack=5402 Win=64256 Len=0"
"1097","51.101368","fe80::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","ICMPv6","86","Neighbor Solicitation for 2803:b2a0:82:d894:7065:ca3:f8fe:e0ed from 74:54:6b:49:83:8c"
"1098","51.101668","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","fe80::1","ICMPv6","86","Neighbor Advertisement 2803:b2a0:82:d894:7065:ca3:f8fe:e0ed (sol, ovr) is at 14:13:33:df:75:0d"
"1099","51.816459","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"1100","51.816534","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"1101","52.261528","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:7::5c7a:9d84","TCP","75","[TCP Keep-Alive] 52516  >  443 [ACK] Seq=7661 Ack=231 Win=251 Len=1 [TCP PDU reassembled in 135]"
"1102","52.328635","2600:1419:5600:7::5c7a:9d84","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","86","[TCP Keep-Alive ACK] 443  >  52516 [ACK] Seq=231 Ack=7662 Win=613 Len=0 SLE=7661 SRE=7662"
"1103","53.288672","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","104","Standard query 0x0bf8 AAAA ipv6.msftconnecttest.com"
"1104","53.288672","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","104","Standard query 0x4ae4 A ipv6.msftconnecttest.com"
